array,site,array_visit,snow_cover_days_avg5yr,mean_winter_temp_avg5yr,max_winter_temp_avg5yr,min_winter_temp_avg5yr,extreme_cold_days_avg5yr,cold_degree_days_avg5yr,mean_precip_avg5yr,max_precip_avg5yr,min_precip_avg5yr,total_precip_avg5yr,cumulative_swe_avg5yr,mean_vapor_pressire_avg5yr,freeze_thaw_events_avg5yr,survey_year_avg5yr,year_n_avg5yr,first_snow_day_year_n-4,first_snow_day_year_n-3,first_snow_day_year_n-2,first_snow_day_year_n-1,first_snow_day_year_n,last_snow_day_year_n-4,last_snow_day_year_n-3,last_snow_day_year_n-2,last_snow_day_year_n-1,last_snow_day_year_n,mean_swe_year_n-4,mean_swe_year_n-3,mean_swe_year_n-2,mean_swe_year_n-1,mean_swe_year_n,peak_swe_year_n-4,peak_swe_year_n-3,peak_swe_year_n-2,peak_swe_year_n-1,peak_swe_year_n,snow_cover_days_year_n-4,snow_cover_days_year_n-3,snow_cover_days_year_n-2,snow_cover_days_year_n-1,snow_cover_days_year_n,mean_winter_temp_year_n-4,mean_winter_temp_year_n-3,mean_winter_temp_year_n-2,mean_winter_temp_year_n-1,mean_winter_temp_year_n,max_winter_temp_year_n-4,max_winter_temp_year_n-3,max_winter_temp_year_n-2,max_winter_temp_year_n-1,max_winter_temp_year_n,min_winter_temp_year_n-4,min_winter_temp_year_n-3,min_winter_temp_year_n-2,min_winter_temp_year_n-1,min_winter_temp_year_n,extreme_cold_days_year_n-4,extreme_cold_days_year_n-3,extreme_cold_days_year_n-2,extreme_cold_days_year_n-1,extreme_cold_days_year_n,cold_degree_days_year_n-4,cold_degree_days_year_n-3,cold_degree_days_year_n-2,cold_degree_days_year_n-1,cold_degree_days_year_n,mean_precip_year_n-4,mean_precip_year_n-3,mean_precip_year_n-2,mean_precip_year_n-1,mean_precip_year_n,max_precip_year_n-4,max_precip_year_n-3,max_precip_year_n-2,max_precip_year_n-1,max_precip_year_n,min_precip_year_n-4,min_precip_year_n-3,min_precip_year_n-2,min_precip_year_n-1,min_precip_year_n,total_precip_year_n-4,total_precip_year_n-3,total_precip_year_n-2,total_precip_year_n-1,total_precip_year_n,cumulative_swe_year_n-4,cumulative_swe_year_n-3,cumulative_swe_year_n-2,cumulative_swe_year_n-1,cumulative_swe_year_n,mean_vapor_pressire_year_n-4,mean_vapor_pressire_year_n-3,mean_vapor_pressire_year_n-2,mean_vapor_pressire_year_n-1,mean_vapor_pressire_year_n,freeze_thaw_events_year_n-4,freeze_thaw_events_year_n-3,freeze_thaw_events_year_n-2,freeze_thaw_events_year_n-1,freeze_thaw_events_year_n
LU1,LU1_10,LU1_2022,172,-9.093411602209946,19.509999999999998,-40.375,47.333333333333336,2615.5166666666664,0.6080662983425414,10.115,0,110.06,98.685,0.6080662983425414,55,2022,-2.5,308,309,305,315,306,120,120,120,120,119,24.18729281767956,30.879060773480663,39.38209944751381,86.71519337016575,27.77950276243094,44.35,70.79,67.04,152.02,65.32,167,173,175,170,166,-9.040718232044199,-9.202265193370167,-7.226546961325967,-9.599779005524862,-9.659337016574586,18.48,19.59,20.7,14.27,17.99,-39.22,-39.39,-43.23,-41.75,-40.03,52,52,34,52,45,2585.63,2634.68,2322.1,2730.99,2688.18,0.5060773480662983,0.4802209944751381,0.3885635359116022,1.0186187845303867,0.7733701657458564,7.62,8.07,7.95,15.19,8.34,0,0,0,0,0,91.6,86.92,70.33,184.37,139.98,67.92999999999999,81.64000000000001,82.37,157.05,120.33,0.5060773480662983,0.4802209944751381,0.3885635359116022,1.0186187845303867,0.7733701657458564,51,50,71,60,48
LU1,LU1_11,LU1_2022,172,-9.009360036832412,19.776666666666667,-40.24666666666667,47.333333333333336,2607.173333333333,0.5975046040515654,10.12,0,108.14833333333333,96.98333333333332,0.5975046040515654,55.333333333333336,2022,-2.5,308,307,305,315,306,120,120,120,120,118,23.73303867403315,29.611270718232046,38.51254143646409,85.99486187845304,27.10132596685083,43.55,68.46,65.3,150.48,64.25,166,175,175,170,165,-8.96756906077348,-9.098618784530387,-7.143149171270719,-9.564640883977901,-9.606381215469613,18.89,19.91,20.98,14.29,18.21,-39.08,-39.17,-43.14,-41.54,-40.08,52,52,34,53,45,2579.12,2623.55,2312.85,2733.17,2686.05,0.4991160220994475,0.4620441988950276,0.3712707182320442,1.013646408839779,0.752817679558011,7.37,8.06,7.81,15.2,8.5,0,0,0,0,0,90.34,83.63,67.2,183.47,136.26,66.86,78.96,80.69999999999999,155.60999999999999,117.49,0.4991160220994475,0.4620441988950276,0.3712707182320442,1.013646408839779,0.752817679558011,48,51,73,60,48
LU1,LU1_13,LU1_2022,171.83333333333334,-9.1002394106814,19.383333333333333,-40.635000000000005,47.5,2613.7516666666666,0.6108011049723757,10.21,0,110.55499999999999,99.64833333333333,0.6108011049723757,54.666666666666664,2022,-2.5,308,309,305,315,306,120,120,120,120,117,25.131878453038674,30.571546961325968,39.72138121546961,87.70580110497238,26.303149171270718,47.09,69.82,67.19,154.66,66.69,168,173,175,170,164,-9.050994475138122,-9.230635359116022,-7.259419889502762,-9.57439226519337,-9.611298342541437,18.25,19.43,20.53,14.28,17.93,-39.28,-39.57,-43.35,-42.02,-40.77,52,52,35,51,45,2584.83,2636.82,2325.43,2721.46,2677.23,0.5241988950276243,0.4805524861878453,0.39209944751381215,1.0321546961325967,0.7655801104972376,7.84,8.07,8.05,15.39,8.59,0,0,0,0,0,94.88,86.98,70.97,186.82,138.57,71.39,81,84.97,159.80999999999997,117.87,0.5241988950276243,0.4805524861878453,0.39209944751381215,1.0321546961325967,0.7655801104972376,51,50,73,60,44
LU1,LU1_22,LU1_2022,172,-9.044479742173113,19.60333333333333,-40.19,47,2608.556666666667,0.6158563535911602,10.431666666666667,0,111.47,100.15,0.6158563535911602,54.666666666666664,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.892928176795582,29.73718232044199,39.63033149171271,89.55640883977901,28.58060773480663,43.7,68.52,67,157.21,67.23,167,173,175,170,166,-8.987182320441988,-9.145801104972376,-7.200359116022099,-9.636657458563535,-9.56303867403315,18.58,19.73,20.81,14.3,18.03,-38.82,-39.18,-43.18,-41.55,-40.06,52,51,34,53,44,2576.83,2627.94,2320.82,2741.42,2668.58,0.5120441988950276,0.4659668508287293,0.3769060773480663,1.0493370165745857,0.7951933701657459,7.18,7.96,7.7,16.89,8.93,0,0,0,0,0,92.68,84.34,68.22,189.93,143.93,69.08,78.95,84.39,162.48000000000002,124.2,0.5120441988950276,0.4659668508287293,0.3769060773480663,1.0493370165745857,0.7951933701657459,48,49,73,58,49
LU1,LU1_25,LU1_2022,172,-9.027214548802947,19.533333333333335,-40.26,46.5,2602.6866666666665,0.6159852670349908,10.395,0,111.49333333333334,100.155,0.6159852670349908,54.833333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.60243093922652,29.188011049723755,39.50563535911602,89.51591160220994,28.28740331491713,43.33,67.84,67.28,157.77,67.29,167,173,175,170,166,-8.97196132596685,-9.143839779005525,-7.210966850828729,-9.627016574585635,-9.47439226519337,18.41,19.66,20.7,14.33,18.01,-38.76,-39.31,-43.27,-41.69,-40.15,51,49,34,53,44,2572.03,2626,2321.3,2736.55,2645.58,0.5096685082872928,0.46624309392265195,0.37662983425414365,1.0530386740331492,0.8011049723756906,7.17,7.89,7.66,17,9.03,0,0,0,0,0,92.25,84.39,68.17,190.6,145,68.95,78.47,84.86,163.18000000000004,125.02000000000001,0.5096685082872928,0.46624309392265195,0.37662983425414365,1.0530386740331492,0.8011049723756906,48,48,74,58,50
LU1,LU1_27,LU1_2022,172.33333333333334,-9.065188766114181,19.3,-40.565,47.166666666666664,2603.61,0.6225322283609577,10.443333333333333,0,112.67833333333333,101.90166666666666,0.6225322283609577,54.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,120,23.85011049723757,29.73939226519337,39.80707182320442,91.38696132596685,28.59950276243094,44.05,68.74,68.16,161.97,69.89,168,173,175,170,167,-9.01524861878453,-9.213950276243095,-7.268646408839779,-9.592127071823205,-9.44767955801105,18.04,19.38,20.44,14.26,17.89,-39.01,-39.65,-43.42,-42.03,-40.59,53,50,35,52,44,2575.03,2632.42,2326.58,2721.2400000000002,2634.44,0.5129834254143646,0.4733149171270718,0.3888950276243094,1.0711049723756907,0.8277348066298342,7.64,7.96,7.89,17.09,8.95,0,0,0,0,0,92.85,85.67,70.39,193.87,149.82,69.82,79.85,86.04,167.35999999999999,129.38,0.5129834254143646,0.4733149171270718,0.3888950276243094,1.0711049723756907,0.8277348066298342,49,49,72,59,48
LU1,LU1_30,LU1_2022,172.16666666666666,-8.992725598526704,19.316666666666666,-40.60333333333333,46.5,2588.8716666666664,0.6032136279926336,10.285,0,109.18166666666667,99.25833333333333,0.6032136279926336,54.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.61497237569061,28.406519337016576,39.246906077348065,83.34712707182321,29.211767955801104,44.26,65.88,67.72,149.57,68.08,168,173,175,170,166,-8.949779005524862,-9.149861878453038,-7.230497237569061,-9.55243093922652,-9.29707182320442,18.01,19.44,20.43,14.09,18.08,-38.99,-39.86,-43.52,-42.17,-40.33,53,49,35,51,42,2564.56,2622.18,2320.16,2713.21,2594,0.5125966850828729,0.46022099447513815,0.3811602209944751,1.0059668508287294,0.8025414364640884,7.8,7.97,7.88,16.62,8.9,0,0,0,0,0,92.78,83.3,68.99,182.08,145.26,70.67999999999999,77.24999999999999,85.88000000000001,155.15999999999997,129.54,0.5125966850828729,0.46022099447513815,0.3811602209944751,1.0059668508287294,0.8025414364640884,49,48,72,60,49
LU1,LU1_32,LU1_2022,172.16666666666666,-9.132969613259668,19.201666666666668,-40.278333333333336,47.5,2613.4016666666666,0.6390515653775322,10.766666666666666,0,115.66833333333334,103.89833333333334,0.6390515653775322,52.833333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,120,23.976298342541437,30.173314917127072,40.80524861878453,93.51458563535911,30.1407182320442,44.17,69.84,69.97,165.16,70.91,167,173,175,170,167,-9.05671270718232,-9.271685082872928,-7.330220994475138,-9.737292817679558,-9.493950276243094,17.92,19.28,20.41,14.33,17.6,-38.69,-39.38,-43.27,-41.69,-40.37,52,51,36,54,43,2577.51,2640.95,2337.96,2746.72,2636.67,0.5224309392265193,0.48204419889502764,0.39171270718232043,1.095524861878453,0.8485635359116022,7.46,7.82,7.57,18.58,9.6,0,0,0,0,0,94.56,87.25,70.9,198.29,153.59,69.91,80.39000000000001,87.5,170.68,133.05,0.5224309392265193,0.48204419889502764,0.39171270718232043,1.095524861878453,0.8485635359116022,46,46,71,58,48
LU1,LU1_36,LU1_2022,172.16666666666666,-9.121187845303867,19.28,-40.265,47.333333333333336,2613.588333333333,0.6339502762430939,10.715,0,114.745,103.07333333333332,0.6339502762430939,53.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,120,23.95828729281768,30.075027624309392,40.61209944751381,92.51055248618785,30.04342541436464,44.06,69.51,69.44,163.07,70.07,167,173,175,170,167,-9.046823204419889,-9.251077348066298,-7.307044198895028,-9.723480662983425,-9.520276243093923,18.05,19.37,20.49,14.34,17.67,-38.72,-39.33,-43.26,-41.65,-40.35,52,50,35,54,44,2578.09,2639.19,2335.18,2746.73,2645.78,0.5203867403314917,0.4777900552486188,0.38900552486187845,1.08292817679558,0.840110497237569,7.41,7.84,7.59,18.19,9.6,0,0,0,0,0,94.19,86.48,70.41,196.01,152.06,69.69000000000001,80,86.90999999999998,168.52999999999997,131.75,0.5203867403314917,0.4777900552486188,0.38900552486187845,1.08292817679558,0.840110497237569,46,47,71,58,49
LU1,LU1_40,LU1_2022,172,-9.075234806629835,19.585,-40.35,47.333333333333336,2614.291666666667,0.6041896869244935,10.096666666666668,0,109.35833333333333,98.07833333333332,0.6041896869244935,55.166666666666664,2022,-2.5,308,309,305,315,306,120,120,120,120,119,24.139613259668508,30.354088397790054,39.24022099447514,86.38303867403314,27.55209944751381,44.2,69.77,66.68,151.28,64.94,167,173,175,170,166,-9.026353591160222,-9.178232044198895,-7.205110497237569,-9.588121546961325,-9.658674033149172,18.6,19.67,20.78,14.28,18.05,-39.2,-39.33,-43.2,-41.69,-40.09,52,52,34,52,45,2584.98,2632.44,2319.9,2731.3,2690.79,0.5045303867403315,0.47259668508287295,0.3853038674033149,1.0153591160220994,0.7646408839779005,7.57,8.08,7.92,15.13,8.28,0,0,0,0,0,91.32,85.54,69.74,183.78,138.4,67.8,80.49,82.03,156.30999999999997,118.91,0.5045303867403315,0.47259668508287295,0.3853038674033149,1.0153591160220994,0.7646408839779005,51,50,72,60,47
